,movies_titles,directeur,scenaristes,pays,vedettes,synopsis,notes,budget
45,All About the Benjamins,Kevin Bray,"Ronald Lang, Ice Cube","USA, Germany","Ice Cube, Mike Epps, Tommy Flanagan, Carmen Chaplin",A bounty hunter chases and catches suspects all over Miami . He ends up getting shot at and start to second guess his job as a bounty hunter . While he feels he need to be making more and having real money . Meanwhile Reggie Wright will soon be his next target after playing and winning the lotto at the liquor store . The two are in for a wild journey ahead of them after witnessing an attempt diamond heist. They decided to put aside the arguing and differences to recover the stones and turn in Reggie's and Gina lotto ticket .,5.9,"$25,482,931"
46,24,N/A,"Robert Cochran, Joel Surnow",USA,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard, Dennis Haysbert","In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",8.3,
47,Agent Cody Banks,Harald Zwart,"Ashley Miller (screenplay), Zack Stentz (screenplay), Scott Alexander (screenplay), Larry Karaszewski (screenplay), Jeffrey Jurgensen (story)","USA, Canada","Frankie Muniz, Hilary Duff, Angie Harmon, Keith David","A government agent trains a typical teenager Cody Banks who loves to skateboard, hates math, and feels like a complete idiot around girls, in the ways of covert operations that require younger participants. But Cody's got a secret--he's actually part of a secret teen CIA program. Cody's living every boy's dream life--he can drive like a stunt man, has an incredible arsenal of cool gadgets, and his agency mentor, Ronica Miles, is totally hot. But Cody's training is put to the test when he's sent to pose as a prep school student and befriend fellow teen Natalie Connors in order to gain access to her father--a scientist unknowingly developing a fleet of deadly pair of twisted villains called the nanobots for the evil organization ERIS, which can destroy any carbon or silicon-based substance-to destroy the world's defense systems so he can threaten anyone who opposes him. From runaway cars and high-speed snowboard chases to a spectacular final mountaintop showdown, Cody has to use everything he's learned to prove himself as an agent and stop ERIS from completing their mission before their mission fails.",5.0,"$47,285,499"
48,Tüzoltó utca 25.,István Szabó,"Luca Karall, István Szabó",Hungary,"Lucyna Winnicka, Margit Makay, Károly Kovács, András Bálint","Hungary's postwar history told through the dreams, nightmares, and memories of the inhabitants of an old house on the eve of it's destruction.",6.6,N/A
49,American Splendor,"Shari Springer Berman, Robert Pulcini","Harvey Pekar (comic book series American Splendor), Joyce Brabner (comic book series Our Cancer Year), Shari Springer Berman, Robert Pulcini",USA,"Chris Ambrose, Joey Krajcar, Josh Hutcherson, Cameron Carter","Harvey Pekar is file clerk at the local VA hospital. His interactions with his co-workers offer some relief from the monotony, and their discussions encompass everything from music to the decline of American culture to new flavors of jellybeans and life itself. At home, Harvey fills his days with reading, writing and listening to jazz. His apartment is filled with thousands of books and LPs, and he regularly scours Cleveland's thrift stores and garage sales for more, savoring the rare joy of a 25-cent find. It is at one of these junk sales that Harvey meets Robert Crumb, a greeting card artist and music enthusiast. When, years later, Crumb finds international success for his underground comics, the idea that comic books can be a valid art form for adults inspires Harvey to write his own brand of comic book. An admirer of naturalist writers like Theodore Dreiser, Harvey makes his American Splendor a truthful, unsentimental record of his working-class life, a warts-and-all self portrait. First published in 1976, the comic earns Harvey cult fame throughout the 1980s and eventually leads him to the sardonic Joyce Barber, a partner in a Delaware comic book store who end ups being Harvey's true soul mate as they experience the bizarre byproducts of Harvey's cult celebrity stature.",7.4,"$5,977,550"
50,Dublin 26.06.08: A Movie in 4 Days,"Lenny Abrahamson, Graham Cantwell, Kevin Marron, Marc-Ivan O'Gorman, Rachel Rath",Lenny Abrahamson (concept),Ireland,"Karl Argue, Sarah Carroll, Philomena Fitzpatrick, Steve Gunn","In a rare and potentially fatal feat of cinematic daring, Dublin: The Movie was shot entirely between 12.01am to 11.59pm on Thursday June 26th 2008. This audacious cinematic collage offers both a unique snapshot of a single day in the life of Dublin and a vivid example of a bold guerrilla filmmaking model.The film is an eclectic, multi-authored impression of Dublin (within the M50) as it lived, died, breathed, made love, filled up and emptied, consumed, wept, was rained or shone on, grew bright and then darkened again.",4.4,N/A
51,American Wedding,Jesse Dylan,"Adam Herz (characters), Adam Herz","USA, Germany","Jason Biggs, Seann William Scott, Alyson Hannigan, Eddie Kaye Thomas","Jim Levenstein has finally found the courage to ask his girlfriend, Michelle Flaherty to marry him. She agrees to get married, but the problems don't stop there for Jim. Now along with Paul Finch and Kevin Myers, Jim must plan the wedding. Unfortunately Steve Stifler is in town and won't let the wedding go past without having some fun himself, which includes setting up a secret bachelor party.",6.3,"$104,354,205"
52,"Okupacija, 27. slika",Pavo Marinkovic,Pavo Marinkovic,"Croatia, Czech Republic","Rajko Grlic, Pavo Marinkovic, Nenad Polimac, Damir Radic","We encounter the controversial Croatian film director Lordan Zafranovic in voluntary exile in Prague. The film follows his rise from a talented outsider to the celebrated Yugoslav director of the acclaimed war film, 'An Occupation in 26 Pictures'. His life story is an unconventional depiction of a rise and fall that reveals compromises made in order to survive artistically during communism, as well as the missed opportunities and miscalculations that led to his inability to adapt in later years. Is the charismatic Zafranovic a national traitor or a victim of historical circumstances in which the only thing he wanted to do, in his own words, was to be himself and make films?",8.3,N/A
53,Anger Management,Peter Segal,David Dorfman,USA,"Adam Sandler, Jack Nicholson, Marisa Tomei, Luis Guzmán","Mild-mannered timid businessman Dave Buznik works for a pet clothing company out of New York City. He's got an abrasive boss named Mr. Frank Head who frequently takes credit for his work and steps on him in return. He's got a loving girlfriend, Linda, whose best friend is her condescending college ex, Andrew. But when a misunderstanding aboard an airplane goes haywire, Dave is ordered by the court to undergo anger management therapy at the hands of specialist Dr. Buddy Rydell, who is an unpredictable, psychopathic character. As the relationship between Dave and Buddy becomes more tense, when the unorthodox treatment wreaks havoc Dave's life, and Buddy might be the only one who can save him from a problem he recognizes right away in his patient, that could only get worse.",6.3,"$133,756,285"
54,28. maj,Stig Andersen,Stig Andersen,Denmark,N/A,"Following the events surrounding the Danish referendum of the Amsterdam Treaty on May 28, 1998.",5.8,N/A
55,Anchorman: The Legend of Ron Burgundy,Adam McKay,"Will Ferrell, Adam McKay",USA,"Will Ferrell, Christina Applegate, Paul Rudd, Steve Carell","In 1970s San Diego, journalism was a well respected profession and people actually cared about what they saw on TV. And the top rated anchor man in the city is Ron Burgundy. He enjoys his run at the top, and has for the last five years. And his news team is equally as good as he is. Professional jock and former professional baseball player Champ Kind handles the sports, the curiously dim witted Brick Tamland - who's a few channels short of a cable subscription - handles the weather, and ladies' man Brian Fantana - whose collection of fine scents would be in the Guinness Book Of Records - handles the on-field reporting. But now all that is about to change forever. The TV station Burgundy works for, Channel 4, has embraced diversity and has hired a beautiful new female anchor named Veronica Corningstone. While Ron Burgundy and the rest of the Channel 4 news team enjoys fighting with competitors, drinking, and flirting with the ladies, Veronica quietly climbs her way to the top. And Veronica's success drives Ron Burgundy crazy. So much that Veronica's meddling causes Ron to get demoted and ultimately lose his job with Channel 6. Now left with nothing, Ron must find a way to get back to the top - and that involves a story about a rare Chinese panda giving birth on US soil. Will Ron be the one to report the story on a national level?",7.2,"$84,136,909"
56,29... and still a Virgin,Holger Haase,"Stefan Barth, Marco Rossi",Germany,"Vera Baranyai, Oliver Bootz, Martina Hill, Anna Kubin",N/A,5.0,N/A
